flow_duration,fwd_pkt_count,bwd_pkt_count,mean_pkt_size,iat_mean,pps,flood_score,mac_fill,new_mac_rate,syn_count,label
34.88,0,5758,1508.26,0.001118,894.3,0.0,0.002,0.16,0,DoS
34.88,0,5758,1508.26,0.001118,894.3,0.0,0.002,0.16,0,DoS
34.88,0,4980,1508.07,0.001118,894.41,0.0,0.002,0.18,0,DoS
34.88,0,4980,1508.07,0.001118,894.41,0.0,0.002,0.18,0,DoS
34.88,0,4980,1508.07,0.001118,894.41,0.0,0.002,0.18,0,DoS
34.88,0,4980,1508.07,0.001118,894.41,0.0,0.002,0.18,0,DoS
34.88,0,4980,1508.07,0.001118,894.41,0.0,0.002,0.18,0,DoS
34.88,0,4980,1508.07,0.001118,894.41,0.0,0.002,0.18,0,DoS
34.88,0,5665,1508.7,0.001119,893.89,0.0,0.002,0.16,0,DoS
34.88,0,5665,1508.7,0.001119,893.89,0.0,0.002,0.16,0,DoS
34.88,0,5665,1508.7,0.001119,893.89,0.0,0.002,0.16,0,DoS
34.88,0,5665,1508.7,0.001119,893.89,0.0,0.002,0.16,0,DoS
34.88,0,5665,1508.7,0.001119,893.89,0.0,0.002,0.16,0,DoS
34.88,0,5665,1508.7,0.001119,893.89,0.0,0.002,0.16,0,DoS
34.91,0,5706,1508.21,0.001118,894.33,0.25,0.002,0.16,0,DoS
34.91,0,5706,1508.21,0.001118,894.33,0.25,0.002,0.16,0,DoS
34.91,0,5706,1508.21,0.001118,894.33,0.25,0.002,0.16,0,DoS
34.91,0,5706,1508.21,0.001118,894.33,0.25,0.002,0.16,0,DoS
34.91,0,5706,1508.21,0.001118,894.33,0.25,0.002,0.16,0,DoS
34.91,0,5706,1508.21,0.001118,894.33,0.25,0.002,0.16,0,DoS
34.88,0,5650,1507.24,0.001117,895.09,0.0,0.002,0.16,0,DoS
34.88,0,5650,1507.24,0.001117,895.09,0.0,0.002,0.16,0,DoS
34.88,0,5650,1507.24,0.001117,895.09,0.0,0.002,0.16,0,DoS
34.88,0,5650,1507.24,0.001117,895.09,0.0,0.002,0.16,0,DoS
34.88,0,5650,1507.24,0.001117,895.09,0.0,0.002,0.16,0,DoS
34.88,0,5650,1507.24,0.001117,895.09,0.0,0.002,0.16,0,DoS
34.88,0,5649,1508.69,0.001119,893.92,0.0,0.002,0.16,0,DoS
34.88,0,5649,1508.69,0.001119,893.92,0.0,0.002,0.16,0,DoS
34.88,0,5649,1508.69,0.001119,893.92,0.0,0.002,0.16,0,DoS
34.88,0,5649,1508.69,0.001119,893.92,0.0,0.002,0.16,0,DoS
34.88,0,5649,1508.69,0.001119,893.92,0.0,0.002,0.16,0,DoS
34.88,0,5649,1508.69,0.001119,893.92,0.0,0.002,0.16,0,DoS
34.88,0,5649,1508.69,0.001119,893.92,0.0,0.002,0.16,0,DoS
29.97,0,5052,1508.3,0.001118,894.3,0.5,0.002,0.18,0,DoS
29.97,0,5052,1508.3,0.001118,894.3,0.5,0.002,0.18,0,DoS
29.97,0,5052,1508.3,0.001118,894.3,0.5,0.002,0.18,0,DoS
29.97,0,5052,1508.3,0.001118,894.3,0.5,0.002,0.18,0,DoS
29.97,0,5052,1508.3,0.001118,894.3,0.5,0.002,0.18,0,DoS
29.97,0,5052,1508.3,0.001118,894.3,0.5,0.002,0.18,0,DoS
34.88,0,5691,1508.56,0.001118,894.18,0.125,0.002,0.16,0,DoS
34.88,0,5691,1508.56,0.001118,894.18,0.125,0.002,0.16,0,DoS
34.88,0,5691,1508.56,0.001118,894.18,0.125,0.002,0.16,0,DoS
34.88,0,5691,1508.56,0.001118,894.18,0.125,0.002,0.16,0,DoS
34.88,0,5691,1508.56,0.001118,894.18,0.125,0.002,0.16,0,DoS
34.88,0,5691,1508.56,0.001118,894.18,0.125,0.002,0.16,0,DoS
34.91,0,5843,1508.3,0.001118,894.47,0.375,0.002,0.15,0,DoS
34.91,0,5843,1508.3,0.001118,894.47,0.375,0.002,0.15,0,DoS
34.91,0,5843,1508.3,0.001118,894.47,0.375,0.002,0.15,0,DoS
34.91,0,5843,1508.3,0.001118,894.47,0.375,0.002,0.15,0,DoS
34.91,0,5843,1508.3,0.001118,894.47,0.375,0.002,0.15,0,DoS
34.91,0,5843,1508.3,0.001118,894.47,0.375,0.002,0.15,0,DoS
34.88,0,5758,1507.84,0.001118,894.47,0.0,0.002,0.16,0,DoS
34.88,0,5758,1507.84,0.001118,894.47,0.0,0.002,0.16,0,DoS
34.88,0,5758,1507.84,0.001118,894.47,0.0,0.002,0.16,0,DoS
34.88,0,5758,1507.84,0.001118,894.47,0.0,0.002,0.16,0,DoS
34.88,0,5758,1507.84,0.001118,894.47,0.0,0.002,0.16,0,DoS
34.88,0,5758,1507.84,0.001118,894.47,0.0,0.002,0.16,0,DoS
34.88,0,5758,1507.84,0.001118,894.47,0.0,0.002,0.16,0,DoS
34.88,0,5752,1508.24,0.001118,894.06,0.0,0.002,0.16,0,DoS
34.88,0,5752,1508.24,0.001118,894.06,0.0,0.002,0.16,0,DoS
34.88,0,5752,1508.24,0.001118,894.06,0.0,0.002,0.16,0,DoS
34.88,0,5752,1508.24,0.001118,894.06,0.0,0.002,0.16,0,DoS
34.88,0,5752,1508.24,0.001118,894.06,0.0,0.002,0.16,0,DoS
